-7.801031287572497419e+00 1.375575887299218536e+00
8.703435708031097562e+00 3.556133792873927835e+00
-5.331469003138471052e+00 -1.642399105992931041e-01
-9.239193587530067475e+00 6.486045217017721853e+00
4.864080331903799959e+00 -3.580645985150106014e+00
3.190583888264093559e+00 -4.560313840441045485e+00
2.160414543795594611e+00 -9.807173437008856354e+00
7.447902297836113128e+00 -1.430875671996589826e+00
-5.438256406896382344e+00 4.529349807929648364e+00
6.970911872375083362e+00 8.363375824446192652e+00
