1.005970114817140715e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.005970114817140715e+00
1.080927407677872543e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.080927407677872543e+00
1.046007292334831140e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.046007292334831140e+00
1.042096325224775910e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.042096325224775910e+00
1.016888981845979867e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.016888981845979867e+00
1.008767846336177998e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.008767846336177998e+00
1.054164056141683625e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.054164056141683625e+00
1.068509553172594106e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.068509553172594106e+00
1.076787236062399788e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.076787236062399788e+00
1.016743674543678866e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.016743674543678866e+00
