-9.874280781982392341e+00 -1.072159922439216473e+01
6.276149882923290235e+00 -8.563712141948442991e+00
5.475531961833045358e+00 -8.197471165623550604e+00
7.153729135291408525e+00 -9.167299376757135576e+00
7.693582225108007044e+00 4.981407389272961339e+00
5.459326446888736584e+00 -8.977650044747605307e+00
9.175839488819402590e+00 -1.787074679351622208e+01
2.742036753694248485e+00 -7.350374379428515681e+00
-1.552383053510492772e+01 -1.140773920364262040e+01
6.114366733580551383e+00 -7.418080352947796996e+00
2.469322645099451208e+00 -5.177658594562322136e+00
7.820043592434082314e+00 2.201534790332628777e+00
4.392190244560615575e+00 -8.300988634665909416e+00
1.594067803272814565e+01 1.747875357529791529e+01
9.989894803853344385e+00 -5.641631625635253222e+00
2.057997353183614653e+00 -1.549497218488849626e+01
2.061016805435293975e+00 -1.542839981821502704e+01
8.034793251914353007e+00 8.091343546412698373e+00
-2.339042530123474517e+00 -2.793682525366759428e+00
9.777360188901322857e+00 -7.385178342770544191e+00
2.428938034945436364e+00 -5.742844288319783885e+00
1.601120128630897366e+00 6.490359278509569840e+00
6.112930349726892310e+00 -7.695137340467709919e+00
5.931662814595270561e+00 -9.183519013891627836e+00
3.741201140931610603e+00 -1.596043482259807522e+00
7.545982601160800662e+00 -7.436686851107723761e+00
7.786512632706089398e+00 7.043101427294992334e+00
1.089014021351970030e+01 5.027182918554887969e+00
4.210877584826141273e+00 -7.559558402484501727e+00
9.275495501189118031e+00 -1.812631232438245377e+01
7.490671725545721138e+00 -9.398428379399073052e+00
7.555416529988833396e+00 -8.593940044547847990e+00
-7.321363152166386001e+00 1.415828194553847652e+01
7.971066918658653577e+00 5.779717634477353982e+00
-1.021626330606416744e+01 1.373196369577629739e+01
-1.548350099789363554e+01 -1.427559290426991367e+01
8.028835820429131687e+00 5.397921574789513954e+00
6.488692003696629129e+00 -7.583112077342762269e+00
5.875955332397488462e+00 -6.629143481516558190e+00
6.621533362772767717e+00 -7.885661626094930376e+00
3.844220671079315199e+00 -2.064630525294595564e+00
5.991071553104984737e+00 -6.816708587242466422e+00
6.136525521978886566e+00 -6.912816597026483656e+00
2.168111277414491500e+00 -1.355081745784465719e+00
-7.220614129946627102e+00 1.220949678220573986e+01
1.987313472764347555e+00 -1.457130199497271583e+01
-6.683480247652912709e+00 1.479749908838495820e+01
8.267598477759250386e+00 5.373338941615345199e+00
5.553330085009021033e+00 -8.354512314529117134e+00
9.177265553700292955e+00 6.339349402807075151e+00
7.320709115893108354e+00 -7.615313736691184943e+00
2.206308272207090582e+00 -1.615423796480935081e+01
1.706680585192273369e+01 1.933187142833109817e+01
9.766164573459679588e+00 6.286143458767589287e+00
7.422531288870663602e+00 6.627543811541323215e+00
4.865522823371006389e+00 -8.957715985925227997e+00
1.062070347790649194e+01 4.661969273573983052e+00
6.122066289601487910e+00 -7.453138678701795250e+00
-1.383316130675995304e+01 8.502446758221841705e+00
2.563912481831889245e-01 -1.639411143773426005e+01
6.738503264735031806e+00 -7.679590988343501401e+00
6.381430829548953909e+00 -7.902983884774764434e+00
8.747933004448734451e+00 3.959399873670500725e+00
5.673353964040482644e+00 -7.406586412989974555e+00
9.450772664618439123e+00 -1.863757788902154999e+01
7.910743562642270632e+00 -1.725801918768004484e+01
9.274602412043675415e+00 -1.741547861689432253e+01
9.117348261719451230e+00 5.346651101992559774e+00
9.491857019944452967e-01 -1.473775683547479609e+01
5.799193454720263041e+00 -7.984587562100964320e+00
9.976114145090392071e+00 5.235561121789384487e+00
-2.546520363718841384e+00 -1.101842989861088862e+00
6.553603619754716725e+00 -5.736210722506426940e+00
5.078041533292895870e+00 -4.764910660079076266e+00
